"Id","IsDeleted","MasterRecordId","Name","Type","ParentId","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","BillingLatitude","BillingLongitude","ShippingStreet","ShippingCity","ShippingState","ShippingPostalCode","ShippingCountry","ShippingLatitude","ShippingLongitude","Phone","Fax","AccountNumber","Website","PhotoUrl","Sic","Industry","AnnualRevenue","NumberOfEmployees","Description","Rating","Site","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","AccountSource","CustomerPriority__c","SLA__c","Active__c","NumberofLocations__c","SLASerialNumber__c","SLAExpirationDate__c","Account_External_ID__c","Order_Total__c","Marketing__c"
"0019000001rylgKAAQ",0,,"Sovereign","Corporate Partner",,"75 State Street","Boston","MA","2109","United States",,,,,,,,,,,,,,"/services/images/photo/0019000001rylgKAAQ",,,,,,,,"00590000000poEsAAI","05/24/2017 06:25:10","00590000000poEsAAI","09/12/2018 13:22:31","00590000000poEsAAI","09/12/2018 13:22:31",,"09/12/2018 13:22:32","09/12/2018 13:22:32",,,,,,,,"4040195",,
